months_as_customer,age,policy_state,policy_csl,policy_deductible,policy_annual_premium,education_level,occupation,incident_type,collision_type,incident_severity,authorities_contacted,auto_make,auto_year,total_claim_amount,vehicle_age,claim_ratio,fraud_reported
216,29,IL,500/1000,2000,2702,College,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Police,Honda,2012,169981,12,62.909326424870464,0
79,43,IL,250/500,500,1465,College,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,None,Honda,2006,21389,18,14.6,0
551,24,IL,500/1000,500,1664,College,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2003,144113,21,86.6063701923077,1
415,23,IL,500/1000,2000,2144,College,sales,Vehicle Theft,Front Collision,Major Damage,Fire,Ford,2009,21369,15,9.966884328358208,0
514,57,IN,500/1000,1000,2457,College,sales,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Toyota,2013,168809,11,68.7053317053317,0
149,41,IL,250/500,1000,2164,College,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,Ford,2017,178612,7,82.53789279112755,1
438,43,IN,250/500,1000,2868,High School,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Police,Toyota,2011,49825,13,17.37273361227336,0
285,60,IL,250/500,2000,2525,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,None,Honda,2013,185704,11,73.54613861386139,1
130,34,IN,500/1000,2000,807,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Toyota,2003,62779,21,77.79306071871127,1
168,62,OH,100/300,1000,645,College,exec-managerial,Vehicle Theft,Front Collision,Major Damage,Ambulance,Honda,2009,94190,15,146.03100775193798,1
371,54,IL,500/1000,1000,2712,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,None,Toyota,2023,160297,1,59.10656342182891,1
82,60,OH,250/500,500,2496,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Fire,Ford,2003,57866,21,23.18349358974359,1
42,38,OH,500/1000,2000,2518,High School,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,None,Toyota,2017,137262,7,54.51231135822081,0
162,26,OH,100/300,500,2342,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Fire,Toyota,2020,150667,4,64.33262169086251,0
548,65,OH,250/500,1000,1215,Masters,sales,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,Honda,2004,166542,20,137.0716049382716,1
65,32,OH,250/500,2000,2652,College,sales,Single Vehicle Collision,Rear Collision,Total Loss,Police,Honda,2016,76603,8,28.88499245852187,1
592,32,OH,500/1000,2000,2019,High School,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,Police,Honda,2005,125713,19,62.26498266468549,1
320,48,OH,500/1000,500,1021,High School,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Fire,Honda,2011,95154,13,93.19686581782567,1
293,18,IN,250/500,500,2812,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Honda,2016,142041,8,50.512446657183496,1
106,33,OH,100/300,1000,2432,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,2009,55437,15,22.79481907894737,1
276,37,OH,250/500,500,2725,College,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,2004,8612,20,3.1603669724770644,0
359,34,IL,100/300,2000,2361,Masters,tech-support,Vehicle Theft,Rear Collision,Minor Damage,None,Ford,2001,32385,23,13.716645489199491,0
159,43,IN,100/300,2000,1570,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Toyota,1997,75408,27,48.03057324840764,1
482,25,IL,100/300,1000,1753,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,Police,Honda,2017,67691,7,38.61437535653166,0
270,55,OH,100/300,2000,949,Masters,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Ford,2008,167305,16,176.29610115911487,1
104,59,IN,250/500,1000,752,Masters,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Fire,Toyota,1998,147320,26,195.90425531914894,1
139,37,IL,100/300,2000,1214,Masters,sales,Vehicle Theft,Rear Collision,Total Loss,Police,Ford,2007,102448,17,84.38879736408566,1
410,55,IN,100/300,2000,2635,Masters,tech-support,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,1996,103153,28,39.147248576850096,1
142,78,IL,100/300,500,2699,College,sales,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2011,80071,13,29.66691367173027,1
268,37,IN,500/1000,500,2724,Masters,sales,Vehicle Theft,Front Collision,Total Loss,Fire,Toyota,2021,143667,3,52.741189427312776,1
510,40,IN,250/500,500,1986,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Toyota,2016,149395,8,75.2240684793555,0
564,71,OH,500/1000,1000,1161,High School,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Police,Ford,1999,20510,25,17.665805340223944,0
246,65,OH,100/300,2000,1654,College,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Honda,1997,41969,27,25.37424425634825,0
569,44,IL,100/300,500,2630,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Police,Ford,2006,176635,18,67.16159695817491,1
41,56,IN,250/500,2000,2826,Masters,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2000,119371,24,42.240268931351736,0
393,30,IL,100/300,2000,2462,College,tech-support,Vehicle Theft,Front Collision,Major Damage,None,Honda,2003,115634,21,46.967506092607636,1
492,65,OH,500/1000,500,767,High School,tech-support,Vehicle Theft,Front Collision,Major Damage,Fire,Honda,2019,126555,5,165.0,1
209,42,IL,100/300,500,1116,Masters,exec-managerial,Vehicle Theft,Front Collision,Major Damage,Fire,Honda,2010,189704,14,169.98566308243727,1
346,75,OH,500/1000,1000,1695,College,tech-support,Vehicle Theft,Side Collision,Total Loss,Ambulance,Honda,1996,3402,28,2.007079646017699,1
535,21,IN,500/1000,500,861,High School,tech-support,Vehicle Theft,Front Collision,Minor Damage,Fire,Toyota,2001,164030,23,190.51103368176538,1
194,77,IL,100/300,2000,2734,College,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,None,Toyota,2014,98919,10,36.18105340160936,1
428,27,IL,100/300,1000,1242,High School,sales,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Honda,2014,153606,10,123.67632850241546,1
522,65,OH,500/1000,1000,1048,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Police,Toyota,2018,7475,6,7.13263358778626,1
381,45,IL,500/1000,500,816,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Honda,2011,13856,13,16.980392156862745,0
584,23,IN,500/1000,2000,2633,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Ford,2003,8436,21,3.203949867071781,0
351,69,IN,100/300,2000,2306,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,None,Ford,1995,5507,29,2.3881179531656547,0
192,32,IN,500/1000,2000,881,Masters,sales,Single Vehicle Collision,Front Collision,Major Damage,Fire,Honda,2012,34371,12,39.01362088535755,1
309,73,IL,250/500,1000,1359,College,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,Toyota,2021,27745,3,20.415746872700517,0
156,63,IN,250/500,500,1796,High School,tech-support,Vehicle Theft,Front Collision,Major Damage,Police,Ford,1997,168022,27,93.55345211581292,1
99,44,OH,250/500,1000,756,High School,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,Police,Ford,2009,43503,15,57.54365079365079,0
359,27,IN,250/500,500,1862,College,tech-support,Vehicle Theft,Side Collision,Total Loss,Ambulance,Ford,2014,199393,10,107.08539205155746,0
23,65,OH,250/500,1000,1180,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,None,Ford,2021,132832,3,112.56949152542373,1
380,62,IN,250/500,500,2620,College,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Toyota,2023,86001,1,32.82480916030534,1
60,74,IL,250/500,2000,941,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,None,Honda,2018,117378,6,124.7375132837407,1
167,32,IN,100/300,500,2292,Masters,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Ford,2011,135819,13,59.25785340314136,0
533,30,OH,500/1000,2000,569,High School,sales,Multi-vehicle Collision,Front Collision,Major Damage,None,Ford,2016,14092,8,24.766256590509666,1
431,75,OH,250/500,1000,1587,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Toyota,2022,99560,2,62.73471959672338,1
25,43,OH,500/1000,500,2904,Masters,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Toyota,2009,70687,15,24.34125344352617,0
449,42,OH,250/500,1000,2596,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Police,Toyota,2022,76117,2,29.320878274268104,0
444,37,IN,500/1000,2000,2604,College,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Ford,1995,154738,29,59.42319508448541,1
374,33,IN,250/500,500,587,High School,sales,Single Vehicle Collision,Rear Collision,Minor Damage,None,Toyota,2009,74309,15,126.59114139693357,1
61,75,IL,500/1000,1000,2579,High School,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Police,Honda,2015,63543,9,24.638619620007756,0
473,48,IL,250/500,1000,2154,Masters,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Toyota,2000,90493,24,42.011606313834726,0
549,63,OH,500/1000,500,646,College,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2018,181891,6,281.56501547987614,1
421,19,OH,250/500,500,2480,High School,tech-support,Vehicle Theft,Front Collision,Total Loss,Fire,Honda,2006,99375,18,40.07056451612903,1
337,56,IL,250/500,500,1798,Masters,tech-support,Vehicle Theft,Front Collision,Major Damage,None,Honda,2012,134692,12,74.91212458286985,1
203,48,OH,250/500,2000,1940,College,exec-managerial,Vehicle Theft,Front Collision,Major Damage,Fire,Ford,2008,82371,16,42.45927835051546,0
123,43,IN,500/1000,500,1340,College,tech-support,Vehicle Theft,Side Collision,Major Damage,Fire,Honda,1999,75723,25,56.50970149253731,1
216,72,OH,100/300,2000,1613,Masters,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Police,Honda,2005,54171,19,33.58400495970242,1
232,32,OH,250/500,500,1574,High School,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Honda,2018,131833,6,83.7566709021601,1
186,48,IL,100/300,2000,2832,High School,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Fire,Toyota,2008,39897,16,14.087923728813559,0
387,40,OH,100/300,2000,951,High School,tech-support,Vehicle Theft,Side Collision,Minor Damage,Fire,Toyota,2020,154893,4,162.87381703470032,0
451,18,OH,250/500,2000,2881,High School,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Police,Honda,2011,76147,13,26.43075321069073,0
417,50,OH,100/300,1000,2194,Masters,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Honda,2018,39985,6,18.224703737465816,1
564,51,OH,500/1000,2000,2144,High School,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Ford,2023,189347,1,88.31483208955224,1
493,78,IL,250/500,1000,2131,High School,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,None,Toyota,2002,59830,22,28.076020647583295,1
121,22,IN,250/500,1000,1562,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,Police,Ford,2018,18790,6,12.02944942381562,0
500,59,OH,250/500,500,1741,High School,sales,Vehicle Theft,Rear Collision,Major Damage,Police,Ford,1996,38271,28,21.982194141298105,0
21,36,OH,500/1000,1000,2750,High School,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Police,Toyota,2019,83912,5,30.513454545454547,0
490,58,IN,100/300,1000,1391,High School,sales,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Honda,2020,136607,4,98.2077641984184,1
421,62,OH,100/300,2000,672,College,sales,Multi-vehicle Collision,Side Collision,Minor Damage,None,Ford,1995,34822,29,51.81845238095238,0
344,25,OH,250/500,1000,1542,College,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Toyota,2005,74551,19,48.346952010376135,1
278,26,OH,100/300,2000,772,High School,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Police,Toyota,2006,113424,18,146.9222797927461,1
339,71,OH,500/1000,1000,1848,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Toyota,2009,116640,15,63.116883116883116,0
495,55,OH,500/1000,1000,1246,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Toyota,2010,149112,14,119.6725521669342,0
269,25,OH,100/300,2000,2262,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2012,12292,12,5.4341290893015035,0
17,73,IN,250/500,2000,2177,Masters,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,2017,84509,7,38.81901699586587,0
553,51,IL,100/300,500,1267,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,None,Honda,2018,143513,6,113.26992896606156,1
59,18,OH,100/300,500,2642,High School,tech-support,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Ford,1999,7212,25,2.729750189250568,0
89,36,OH,250/500,1000,2840,Masters,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Fire,Ford,2012,137611,12,48.454577464788734,0
157,22,OH,100/300,2000,2011,Masters,exec-managerial,Vehicle Theft,Side Collision,Total Loss,None,Ford,2023,157189,1,78.16459472899055,1
497,77,IN,100/300,500,829,High School,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Ambulance,Toyota,2003,48850,21,58.926417370325694,0
164,50,OH,100/300,500,2113,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Honda,1998,117189,26,55.4609559867487,1
53,30,IN,500/1000,1000,1123,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,Fire,Honda,2007,21156,17,18.838824577025825,0
19,18,IN,100/300,1000,2073,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,Honda,1998,133232,26,64.27013989387362,1
469,43,IL,500/1000,1000,523,High School,sales,Vehicle Theft,Side Collision,Major Damage,Police,Honda,2019,2212,5,4.22944550669216,0
249,29,OH,100/300,2000,1940,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2000,117049,24,60.33453608247423,1
456,30,IL,500/1000,500,2092,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Toyota,2007,124182,17,59.360420650095605,1
22,18,OH,100/300,1000,2198,Masters,sales,Vehicle Theft,Front Collision,Total Loss,Fire,Ford,2007,129140,17,58.75341219290264,1
228,42,IL,500/1000,1000,2186,Masters,sales,Multi-vehicle Collision,Front Collision,Minor Damage,Police,Toyota,2021,187258,3,85.66239707227814,0
234,20,IL,100/300,2000,569,College,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Police,Ford,2018,49068,6,86.23550087873463,1
325,54,IL,250/500,1000,543,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,Ford,2022,128192,2,236.08103130755063,1
353,56,OH,500/1000,2000,1714,College,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Honda,2015,19402,9,11.319719953325555,0
317,61,OH,100/300,1000,1399,College,sales,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,1999,118845,25,84.94996426018585,1
318,52,IN,100/300,2000,2078,College,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,None,Honda,2001,29460,23,14.177093358999038,1
233,24,IL,500/1000,2000,1205,College,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Ford,2020,107206,4,88.96763485477179,1
428,74,IN,250/500,1000,2693,Masters,tech-support,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Toyota,2002,196586,22,72.99888600074267,0
221,67,IN,100/300,1000,665,College,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2016,3978,8,5.981954887218045,0
101,65,IN,100/300,500,1258,Masters,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Police,Honda,2003,2995,21,2.3807631160572336,0
307,36,IL,500/1000,500,2674,High School,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Ford,2010,152786,14,57.1376215407629,0
527,18,IL,100/300,500,1619,High School,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Toyota,2014,195405,10,120.69487337862878,1
416,71,IL,500/1000,500,2583,Masters,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Toyota,2014,104565,10,40.48199767711963,1
591,23,OH,500/1000,2000,626,High School,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,None,Ford,2010,64753,14,103.43929712460064,1
497,73,OH,250/500,1000,1469,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2009,17375,15,11.827773995915589,0
208,19,IL,500/1000,1000,1261,College,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,None,Toyota,2017,161253,7,127.8770816812054,1
293,44,IN,500/1000,500,2193,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Police,Toyota,2019,183088,5,83.4874601003192,0
463,71,IL,100/300,500,1494,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,Ford,2023,63901,1,42.771753681392234,1
470,38,IL,250/500,1000,2741,College,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,Fire,Toyota,2012,117585,12,42.89857716161985,0
249,40,OH,250/500,2000,1422,College,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Ford,2006,47069,18,33.10056258790436,1
543,71,IN,100/300,1000,2166,College,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Fire,Toyota,2014,140324,10,64.78485687903971,0
466,68,IN,100/300,500,972,Masters,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,None,Ford,2000,145905,24,150.10802469135803,1
449,75,IN,250/500,2000,2068,College,tech-support,Vehicle Theft,Side Collision,Total Loss,Police,Ford,2016,17978,8,8.693423597678917,0
12,30,OH,500/1000,1000,1659,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,None,Honda,2009,85730,15,51.67570825798674,1
578,76,IL,100/300,500,1261,Masters,sales,Vehicle Theft,Rear Collision,Minor Damage,Fire,Honda,2023,136486,1,108.23632038065028,1
42,46,OH,500/1000,2000,2149,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Honda,2010,124971,14,58.153094462540714,1
221,23,IN,500/1000,500,1270,College,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,None,Ford,2020,180961,4,142.48897637795275,1
455,27,IL,100/300,1000,727,College,sales,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Honda,2005,140728,19,193.5735900962861,1
66,56,OH,500/1000,1000,908,College,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,1998,140032,26,154.2202643171806,1
61,53,IL,250/500,500,2751,College,sales,Single Vehicle Collision,Rear Collision,Minor Damage,None,Honda,1999,130466,25,47.42493638676845,0
411,27,IN,100/300,1000,2096,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2000,56486,24,26.94942748091603,0
367,42,IL,500/1000,1000,2679,Masters,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,None,Honda,2005,166229,19,62.04889884285181,1
226,42,IL,100/300,500,2116,Masters,sales,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Ford,1997,11588,27,5.4763705103969755,0
282,57,IL,500/1000,2000,2169,High School,tech-support,Vehicle Theft,Side Collision,Minor Damage,None,Toyota,2009,58014,15,26.74688796680498,1
93,70,IN,100/300,2000,1028,High School,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Honda,2011,26905,13,26.17217898832685,1
464,25,OH,100/300,2000,1401,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Honda,1999,182593,25,130.33047822983582,1
319,42,IN,500/1000,1000,1223,Masters,tech-support,Single Vehicle Collision,Front Collision,Major Damage,None,Ford,2020,71382,4,58.366312346688474,1
570,78,IN,250/500,2000,864,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Honda,2021,39138,3,45.298611111111114,1
180,32,OH,500/1000,500,2803,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Fire,Honda,2012,18634,12,6.647877274348912,0
322,30,IN,250/500,2000,2232,Masters,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Ford,2014,74686,10,33.46146953405018,0
244,53,OH,250/500,500,2170,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Ford,2006,142758,18,65.78709677419354,1
357,65,OH,500/1000,1000,2238,Masters,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Honda,2013,84127,11,37.590259159964255,1
353,51,OH,100/300,2000,2179,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Toyota,2006,180772,18,82.96099128040386,1
255,38,IN,250/500,500,536,High School,sales,Vehicle Theft,Front Collision,Major Damage,Fire,Honda,2003,72468,21,135.20149253731344,1
342,64,OH,100/300,1000,2790,Masters,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Fire,Ford,2012,12929,12,4.63405017921147,0
122,77,IL,500/1000,2000,1100,Masters,sales,Vehicle Theft,Side Collision,Total Loss,Police,Honda,2018,82991,6,75.44636363636364,1
373,36,OH,100/300,2000,2530,College,sales,Multi-vehicle Collision,Front Collision,Major Damage,Police,Toyota,2004,180889,20,71.49762845849803,1
459,34,IN,100/300,500,2765,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,Police,Toyota,2010,24086,14,8.711030741410488,0
418,61,OH,250/500,2000,755,High School,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Toyota,2000,157218,24,208.23576158940398,1
473,33,IN,100/300,500,847,College,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Ford,1995,196804,29,232.35419126328216,1
466,52,IN,250/500,1000,1053,Masters,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Fire,Toyota,2007,154047,17,146.2934472934473,1
92,39,OH,100/300,2000,2785,Masters,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,None,Ford,2003,94295,21,33.858168761220824,1
221,41,IL,100/300,500,2985,College,exec-managerial,Single Vehicle Collision,Front Collision,Major Damage,Fire,Ford,2023,41581,1,13.92998324958124,0
492,55,IL,100/300,2000,2847,Masters,exec-managerial,Vehicle Theft,Side Collision,Major Damage,None,Ford,2022,49135,2,17.258517737969793,0
131,49,OH,250/500,1000,1977,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Toyota,2007,199581,17,100.9514415781487,1
32,41,IN,100/300,2000,1751,Masters,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Ambulance,Toyota,2007,135760,17,77.53283837806967,1
44,63,OH,250/500,1000,2723,College,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,None,Toyota,2013,82462,11,30.28351083363937,0
527,74,IN,500/1000,500,714,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Ford,2015,166341,9,232.97058823529412,1
175,33,IL,250/500,2000,1492,College,tech-support,Vehicle Theft,Front Collision,Major Damage,Fire,Honda,1995,135137,29,90.57439678284182,0
470,62,OH,100/300,2000,1175,High School,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Police,Honda,2020,21043,4,17.908936170212765,0
424,70,OH,250/500,2000,756,College,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Police,Ford,2006,84038,18,111.16137566137566,0
187,23,OH,100/300,500,2095,College,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Fire,Ford,2018,66350,6,31.670644391408114,1
560,78,OH,100/300,1000,1622,Masters,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Toyota,1999,63085,25,38.893341553637484,1
8,26,IL,100/300,2000,2696,High School,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Police,Ford,2003,9484,21,3.5178041543026706,0
317,31,OH,250/500,500,2443,High School,sales,Multi-vehicle Collision,Side Collision,Total Loss,None,Honda,2010,26651,14,10.909128121162505,0
221,61,IL,100/300,500,862,College,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Fire,Ford,2004,73254,20,84.98143851508121,1
309,69,IL,100/300,500,2092,Masters,exec-managerial,Vehicle Theft,Front Collision,Major Damage,None,Toyota,1999,176050,25,84.15391969407266,0
553,71,IN,500/1000,1000,2529,Masters,sales,Single Vehicle Collision,Rear Collision,Total Loss,Police,Honda,2006,101804,18,40.254646105179916,1
594,36,IL,100/300,2000,1060,High School,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Police,Toyota,1999,72694,25,68.57924528301886,1
259,55,IL,100/300,2000,1312,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Police,Honda,1995,55766,29,42.50457317073171,0
30,27,OH,250/500,2000,2414,High School,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Toyota,2015,183017,9,75.81483015741507,1
584,55,IN,500/1000,500,770,College,tech-support,Single Vehicle Collision,Front Collision,Total Loss,None,Toyota,1997,125786,27,163.35844155844157,1
96,46,OH,250/500,2000,1467,Masters,sales,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,2000,39015,24,26.595092024539877,0
128,20,IL,250/500,2000,1154,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,None,Toyota,1998,88052,26,76.30155979202773,1
120,54,IL,100/300,1000,1151,High School,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Honda,2019,119915,5,104.18331885317116,1
109,19,IL,500/1000,1000,2822,Masters,tech-support,Vehicle Theft,Rear Collision,Major Damage,Ambulance,Honda,2023,73790,1,26.148121899362156,0
540,43,IN,500/1000,2000,821,Masters,exec-managerial,Vehicle Theft,Side Collision,Major Damage,Ambulance,Toyota,2022,162938,2,198.46285018270402,1
333,60,IL,500/1000,500,1449,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Ford,1996,68936,28,47.57487922705314,1
130,76,IN,250/500,500,1479,Masters,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,None,Honda,2019,62920,5,42.54225828262339,1
335,39,IN,500/1000,500,2911,College,sales,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Ford,1995,17427,29,5.986602542081759,0
292,34,OH,250/500,2000,1375,High School,sales,Vehicle Theft,Front Collision,Minor Damage,None,Honda,2022,13300,2,9.672727272727272,0
456,37,OH,500/1000,1000,1653,High School,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,None,Ford,2017,86757,7,52.48457350272232,1
460,74,IL,100/300,2000,2037,High School,sales,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Honda,1997,113035,27,55.49091801669121,1
304,56,IL,250/500,500,2705,Masters,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,Police,Toyota,1999,194100,25,71.75600739371534,1
47,38,IL,500/1000,2000,1065,College,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Police,Toyota,2008,187637,16,176.18497652582158,1
52,69,IN,100/300,500,1040,Masters,exec-managerial,Vehicle Theft,Front Collision,Major Damage,Ambulance,Ford,2015,4810,9,4.625,0
273,49,IN,250/500,1000,2036,College,tech-support,Single Vehicle Collision,Side Collision,Major Damage,None,Ford,2012,159069,12,78.12819253438114,1
